Site,Plot,Area Sampled (m2),Species,BD_cm,,,,,,,,,,
MDF2,2,5,Betula,0.62,,,,,,,,,,
MDF2,2,5,Betula,1.15,,,,,,,,,,
MDF2,2,5,Betula,0.38,,,,,,,,,,
MDF2,2,5,Betula,1.1,,,,,,,,,,
MDF2,2,5,Salix,0.4,,,,,,,,,,
MDF2,2,5,Betula,0.38,,,,,,,,,,
MDF2,2,5,Betula,0.63,,,,,,,,,,
MDF2,2,5,Betula,1.4,,,,,,,,,,
MDF2,2,5,Betula,0.8,,,,,,,,,,
MDF2,2,5,Betula,0.76,,,,,,,,,,
MDF2,2,5,Betula,0.86,,,,,,,,,,
MDF2,2,5,Betula,1.06,,,,,,,,,,
MDF2,2,5,Betula,1.01,,,,,,,,,,
MDF2,2,5,Betula,0.93,,,,,,,,,,
MDF2,2,5,Betula,0.61,,,,,,,,,,
MDF2,2,5,Betula,0.85,,,,,,,,,,
MDF2,2,5,Betula,0.97,,,,,,,,,,
MDF2,2,5,Betula,0.87,,,,,,,,,,
MDF2,2,5,Betula,1.08,,,,,,,,,,
MDF2,2,5,Betula,1.33,,,,,,,,,,
MDF2,2,5,Betula,0.6,,,,,,,,,,
MDF2,2,5,Betula,0.93,,,,,,,,,,
MDF2,2,5,Betula,1.2,,,,,,,,,,
MDF2,2,5,Betula,1.08,,,,,,,,,,
MDF2,2,5,Betula,1.25,,,,,,,,,,
MDF2,2,5,Betula,0.61,,,,,,,,,,
MDF2,2,5,Betula,1.38,,,,,,,,,,
MDF2,2,5,Betula,0.46,,,,,,,,,,
MDF2,2,5,Betula,0.5,,,,,,,,,,
MDF2,2,5,Betula,0.34,,,,,,,,,,
MDF2,2,5,Betula,0.56,,,,,,,,,,
MDF2,2,5,Betula,0.36,,,,,,,,,,
MDF2,3,5,Betula,0.58,,,,,,,,,,
MDF2,3,5,Betula,0.42,,,,,,,,,,
MDF2,3,5,Betula,0.4,,,,,,,,,,
MDF2,3,5,Betula,0.6,,,,,,,,,,
MDF2,3,5,Betula,1.15,,,,,,,,,,
MDF2,3,5,Betula,1.12,,,,,,,,,,
MDF2,3,5,Betula,0.5,,,,,,,,,,
MDF2,3,5,Betula,0.74,,,,,,,,,,
MDF2,3,5,Betula,0.68,,,,,,,,,,
MDF2,3,5,Betula,1.1,,,,,,,,,,
MDF2,3,5,Betula,0.25,,,,,,,,,,
MDF2,3,5,Betula,0.55,,,,,,,,,,
MDF2,3,5,Betula,0.2,,,,,,,,,,
MDF2,3,5,Betula,0.8,,,,,,,,,,
MDF2,3,5,Betula,0.95,,,,,,,,,,
MDF2,3,5,Betula,0.42,,,,,,,,,,
MDF2,3,5,Betula,0.73,,,,,,,,,,
MDF2,3,5,Betula,0.68,,,,,,,,,,
MDF2,3,5,Betula,0.4,,,,,,,,,,
MDF2,3,5,Betula,0.4,,,,,,,,,,
MDF2,3,5,Betula,0.88,,,,,,,,,,
MDF2,3,5,Betula,0.62,,,,,,,,,,
MDF2,3,5,Betula,0.77,,,,,,,,,,
MDF2,3,5,Betula,1.15,,,,,,,,,,
MDF2,3,5,Betula,0.75,,,,,,,,,,
MDF2,3,5,Betula,1.64,,,,,,,,,,
MDF2,3,5,Betula,0.7,,,,,,,,,,
MDF2,3,5,Betula,0.62,,,,,,,,,,
MDF2,3,5,Betula,0.68,,,,,,,,,,
MDF2,3,5,Betula,0.64,,,,,,,,,,
MDF2,3,5,Betula,0.82,,,,,,,,,,
MDF2,3,5,Betula,0.75,,,,,,,,,,
MDF2,3,5,Betula,0.83,,,,,,,,,,
MDF2,3,5,Betula,0.5,,,,,,,,,,
MDF2,3,5,Betula,11,,,,,,,,,,
MDF2,3,5,Betula,0.78,,,,,,,,,,
MDF2,3,5,Betula,0.73,,,,,,,,,,
MDF2,3,5,Betula,0.54,,,,,,,,,,
MDF2,3,5,Betula,0.68,,,,,,,,,,
MDF2,3,5,Betula,1.2,,,,,,,,,,
MDF2,3,5,Betula,0.98,,,,,,,,,,
MDF2,3,5,Betula,1.42,,,,,,,,,,
MDF2,3,5,Betula,1.05,,,,,,,,,,
MDF2,3,5,Betula,1.31,,,,,,,,,,
MDF2,3,5,Betula,1.31,,,,,,,,,,
MDF2,3,5,Betula,0.88,,,,,,,,,,
MDF2,3,5,Betula,1.35,,,,,,,,,,
MDF2,3,5,Betula,1.25,,,,,,,,,,
MDF2,3,5,Salix,1.27,,,,,,,,,,
MDF2,3,5,Betula,1.05,,,,,,,,,,
MDF2,3,5,Salix,0.95,,,,,,,,,,
MDF2,3,5,Betula,1.2,,,,,,,,,,
MDF2,3,5,Salix,0.4,,,,,,,,,,
MDF2,3,5,Betula,0.76,,,,,,,,,,
MDF2,3,5,Salix,0.55,,,,,,,,,,
MDF2,3,5,Salix,0.2,,,,,,,,,,
MDF2,3,5,Salix,0.45,,,,,,,,,,
MDF2,3,5,Salix,0.53,,,,,,,,,,
MDF2,3,5,Betula,0.66,,,,,,,,,,
MDF2,3,5,Betula,0.66,,,,,,,,,,
MDF2,3,5,Salix,0.15,,,,,,,,,,
MDF2,3,5,Betula,0.4,,,,,,,,,,
MDF2,3,5,Betula,0.9,,,,,,,,,,
MDF2,3,5,Betula,0.79,,,,,,,,,,
MDF2,3,5,Betula,0.89,,,,,,,,,,
MDF2,3,5,Betula,0.85,,,,,,,,,,
MDF2,3,5,Betula,0.45,,,,,,,,,,
MDF3,1,5,Betula,0.37,,,,,,,,,,
MDF3,1,5,Betula,0.54,,,,,,,,,,
MDF3,1,5,Betula,0.59,,,,,,,,,,
MDF3,1,5,Betula,0.34,,,,,,,,,,
MDF3,1,5,Betula,1.25,,,,,,,,,,
MDF3,1,5,Betula,0.86,,,,,,,,,,
MDF3,1,5,Betula,1.24,,,,,,,,,,
MDF3,1,5,Betula,0.98,,,,,,,,,,
MDF3,1,5,Betula,1.12,,,,,,,,,,
MDF3,1,5,Betula,0.89,,,,,,,,,,
MDF3,1,5,Betula,0.69,,,,,,,,,,
MDF3,1,5,Betula,1.81,,,,,,,,,,
MDF3,1,5,Betula,0.71,,,,,,,,,,
MDF3,1,5,Betula,0.56,,,,,,,,,,
MDF3,1,5,Betula,1.34,,,,,,,,,,
MDF3,1,5,Betula,1.72,,,,,,,,,,
MDF3,1,5,Betula,0.56,,,,,,,,,,
MDF3,1,5,Salix,0.15,,,,,,,,,,
MDF3,1,5,Salix,0.15,,,,,,,,,,
MDF3,1,5,Betula,1.36,,,,,,,,,,
MDF3,1,5,Betula,0.42,,,,,,,,,,
MDF3,1,5,Betula,0.55,,,,,,,,,,
MDF3,1,5,Betula,0.97,,,,,,,,,,
MDF3,1,5,Betula,1.58,,,,,,,,,,
MDF3,1,5,Betula,1.18,,,,,,,,,,
MDF3,1,5,Betula,1.12,,,,,,,,,,
MDF3,1,5,Betula,0.44,,,,,,,,,,
MDF3,1,5,Betula,0.74,,,,,,,,,,
MDF3,1,5,Betula,0.52,,,,,,,,,,
MDF3,1,5,Betula,1.12,,,,,,,,,,
MDF3,1,5,Betula,0.38,,,,,,,,,,
MDF3,1,5,Betula,0.56,,,,,,,,,,
MDF3,1,5,Betula,0.9,,,,,,,,,,
MDF3,1,5,Betula,0.36,,,,,,,,,,
MDF3,1,5,Betula,1.12,,,,,,,,,,
MDF3,1,5,Betula,0.34,,,,,,,,,,
MDF3,1,5,Betula,0.66,,,,,,,,,,
MDF3,1,5,Betula,0.54,,,,,,,,,,
MDF3,1,5,Betula,0.39,,,,,,,,,,
MDF3,1,5,Betula,0.24,,,,,,,,,,
MDF3,1,5,Betula,0.18,,,,,,,,,,
MDF3,1,5,Betula,0.36,,,,,,,,,,
MDF3,1,5,Betula,0.42,,,,,,,,,,
MDF3,1,5,Betula,0.56,,,,,,,,,,
MDF3,1,5,Betula,0.81,,,,,,,,,,
MDF3,1,5,Betula,0.35,,,,,,,,,,
MDF3,2,5,Betula,0.79,,,,,,,,,,
MDF3,2,5,Betula,1.01,,,,,,,,,,
MDF3,2,5,Betula,0.59,,,,,,,,,,
MDF3,2,5,Betula,0.6,,,,,,,,,,
MDF3,2,5,Betula,0.4,,,,,,,,,,
MDF3,2,5,Betula,0.65,,,,,,,,,,
MDF3,2,5,Betula,0.35,,,,,,,,,,
MDF3,2,5,Betula,0.71,,,,,,,,,,
MDF3,2,5,Betula,0.25,,,,,,,,,,
MDF3,2,5,Betula,0.92,,,,,,,,,,
MDF3,2,5,Betula,0.46,,,,,,,,,,
MDF3,2,5,Betula,0.46,,,,,,,,,,
MDF3,2,5,Betula,1.18,,,,,,,,,,
MDF3,2,5,Betula,0.4,,,,,,,,,,
MDF3,2,5,Betula,0.44,,,,,,,,,,
MDF3,2,5,Betula,0.4,,,,,,,,,,
MDF3,2,5,Betula,0.8,,,,,,,,,,
MDF3,2,5,Betula,0.32,,,,,,,,,,
MDF3,2,5,Betula,1.12,,,,,,,,,,
MDF3,2,5,Betula,0.59,,,,,,,,,,
MDF3,2,5,Betula,0.56,,,,,,,,,,
MDF3,2,5,Betula,0.4,,,,,,,,,,
MDF3,2,5,Betula,1.05,,,,,,,,,,
MDF3,2,5,Betula,0.75,,,,,,,,,,
MDF3,2,5,Betula,1.06,,,,,,,,,,
MDF3,2,5,Betula,0.43,,,,,,,,,,
MDF3,2,5,Betula,0.32,,,,,,,,,,
MDF3,2,5,Betula,0.3,,,,,,,,,,
MDF3,2,5,Betula,0.46,,,,,,,,,,
MDF3,2,5,Betula,1.6,,,,,,,,,,
MDF3,2,5,Betula,0.77,,,,,,,,,,
MDF3,2,5,Betula,0.74,,,,,,,,,,
MDF3,2,5,Betula,0.83,,,,,,,,,,
MDF3,2,5,Betula,0.48,,,,,,,,,,
MDF3,2,5,Betula,0.74,,,,,,,,,,
MDF3,2,5,Betula,1.75,,,,,,,,,,
MDF3,2,5,Betula,1,,,,,,,,,,
MDF3,2,5,Betula,0.32,,,,,,,,,,
MDF3,2,5,Betula,0.62,,,,,,,,,,
MDF3,2,5,Betula,0.28,,,,,,,,,,
MDF3,2,5,Betula,0.44,,,,,,,,,,
MDF3,2,5,Betula,1.2,,,,,,,,,,
MDF3,2,5,Betula,1.04,,,,,,,,,,
MDF3,2,5,Betula,1.7,,,,,,,,,,
MDF3,2,5,Betula,1.7,,,,,,,,,,
MDF3,2,5,Betula,0.14,,,,,,,,,,
MDF3,2,5,Betula,0.29,,,,,,,,,,
MDF3,2,5,Betula,0.78,,,,,,,,,,
MDF3,2,5,Betula,0.35,,,,,,,,,,
MDF3,3,5,Betula,0.27,,,,,,,,,,
MDF3,3,5,Betula,0.32,,,,,,,,,,
MDF3,3,5,Betula,0.4,,,,,,,,,,
MDF3,3,5,Betula,0.2,,,,,,,,,,
MDF3,3,5,Betula,0.24,,,,,,,,,,
MDF3,3,5,Betula,1.1,,,,,,,,,,
MDF3,3,5,Betula,0.4,,,,,,,,,,
MDF3,3,5,Betula,0.68,,,,,,,,,,
MDF3,3,5,Betula,1.8,,,,,,,,,,
MDF3,3,5,Betula,0.79,,,,,,,,,,
MDF3,3,5,Betula,0.7,,,,,,,,,,
MDF3,3,5,Betula,0.95,,,,,,,,,,
MDF3,3,5,Betula,0.56,,,,,,,,,,
MDF3,3,5,Betula,0.95,,,,,,,,,,
MDF3,3,5,Betula,1.16,,,,,,,,,,
MDF3,3,5,Betula,0.6,,,,,,,,,,
MDF3,3,5,Betula,0.85,,,,,,,,,,
MDF3,3,5,Betula,0.45,,,,,,,,,,
MDF3,3,5,Betula,0.4,,,,,,,,,,
MDF3,3,5,Betula,0.37,,,,,,,,,,
MDF3,3,5,Betula,0.42,,,,,,,,,,
MDF3,3,5,Betula,0.48,,,,,,,,,,
MDF3,3,5,Betula,0.46,,,,,,,,,,
MDF3,3,5,Betula,0.2,,,,,,,,,,
MDF3,3,5,Betula,1.05,,,,,,,,,,
MDF3,3,5,Betula,0.53,,,,,,,,,,
MDF3,3,5,Betula,0.39,,,,,,,,,,
MDF3,3,5,Betula,0.57,,,,,,,,,,
MDF3,3,5,Betula,1.95,,,,,,,,,,
MDF3,3,5,Betula,0.79,,,,,,,,,,
MDF3,3,5,Betula,0.86,,,,,,,,,,
MDF3,3,5,Betula,0.3,,,,,,,,,,
MDF3,3,5,Betula,1.75,,,,,,,,,,
MDF3,3,5,Betula,0.37,,,,,,,,,,
MDF3,3,5,Betula,0.26,,,,,,,,,,
MDF3,3,5,Betula,0.44,,,,,,,,,,
LDF3,1,2.5,Betula,1.25,,,,,,,,,,
LDF3,1,2.5,Betula,1.14,,,,,,,,,,
LDF3,1,2.5,Betula,0.04,,,,,,,,,,
LDF3,1,2.5,Betula,1.18,,,,,,,,,,
LDF3,1,2.5,Betula,0.69,,,,,,,,,,
LDF3,1,2.5,Betula,0.99,,,,,,,,,,
LDF3,1,2.5,Betula,0.6,,,,,,,,,,
LDF3,1,2.5,Betula,0.46,,,,,,,,,,
LDF3,1,2.5,Betula,0.42,,,,,,,,,,
LDF3,1,2.5,Betula,0.94,,,,,,,,,,
LDF3,1,2.5,Betula,0.58,,,,,,,,,,
LDF3,1,2.5,Betula,0.92,,,,,,,,,,
LDF3,1,2.5,Betula,0.41,,,,,,,,,,
LDF3,1,2.5,Betula,0.6,,,,,,,,,,
LDF3,1,2.5,Betula,0.87,,,,,,,,,,
LDF3,1,2.5,Betula,0.59,,,,,,,,,,
LDF3,1,2.5,Betula,0.6,,,,,,,,,,
LDF3,1,2.5,Betula,0.65,,,,,,,,,,
LDF3,1,2.5,Betula,0.82,,,,,,,,,,
LDF3,1,2.5,Betula,0.75,,,,,,,,,,
LDF3,1,2.5,Betula,0.84,,,,,,,,,,
LDF3,1,2.5,Betula,0.72,,,,,,,,,,
LDF3,1,2.5,Betula,1.22,,,,,,,,,,
LDF3,1,2.5,Betula,0.71,,,,,,,,,,
LDF3,1,2.5,Betula,0.93,,,,,,,,,,
LDF3,1,2.5,Betula,0.55,,,,,,,,,,
LDF3,1,2.5,Betula,0.47,,,,,,,,,,
LDF3,1,2.5,Betula,0.58,,,,,,,,,,
LDF3,1,2.5,Betula,0.63,,,,,,,,,,
LDF3,1,2.5,Betula,0.66,,,,,,,,,,
LDF3,1,2.5,Betula,0.53,,,,,,,,,,
LDF3,1,2.5,Betula,0.77,,,,,,,,,,
LDF3,1,2.5,Betula,0.93,,,,,,,,,,
LDF3,1,2.5,Betula,0.31,,,,,,,,,,
LDF3,1,2.5,Betula,0.62,,,,,,,,,,
LDF3,1,2.5,Betula,0.86,,,,,,,,,,
LDF3,1,2.5,Betula,0.62,,,,,,,,,,
LDF3,1,2.5,Betula,0.61,,,,,,,,,,
LDF3,1,2.5,Betula,1.17,,,,,,,,,,
LDF3,1,2.5,Betula,0.61,,,,,,,,,,
LDF3,1,2.5,Betula,1.93,,,,,,,,,,
LDF3,1,2.5,Betula,1.1,,,,,,,,,,
LDF3,1,2.5,Betula,0.92,,,,,,,,,,
LDF3,1,2.5,Betula,1.27,,,,,,,,,,
LDF3,1,2.5,Betula,0.71,,,,,,,,,,
LDF3,1,2.5,Betula,0.56,,,,,,,,,,
LDF3,1,2.5,Salix,0.76,,,,,,,,,,
LDF3,1,2.5,Salix,1.37,,,,,,,,,,
LDF3,1,2.5,Salix,0.52,,,,,,,,,,
LDF3,1,2.5,Salix,0.65,,,,,,,,,,
LDF3,1,2.5,Salix,0.75,,,,,,,,,,
LDF3,1,2.5,Salix,0.89,,,,,,,,,,
LDF3,1,2.5,Salix,0.51,,,,,,,,,,
LDF3,1,2.5,Betula,0.26,,,,,,,,,,
LDF3,1,2.5,Betula,0.24,,,,,,,,,,
LDF3,1,2.5,Betula,0.19,,,,,,,,,,
LDF3,1,2.5,Betula,0.84,,,,,,,,,,
LDF3,1,2.5,Betula,0.51,,,,,,,,,,
LDF3,1,2.5,Betula,0.43,,,,,,,,,,
LDF3,1,2.5,Betula,0.69,,,,,,,,,,
LDF3,1,2.5,Betula,0.68,,,,,,,,,,
LDF3,1,2.5,Betula,0.62,,,,,,,,,,
LDF3,1,2.5,Betula,0.32,,,,,,,,,,
LDF3,1,2.5,Betula,0.35,,,,,,,,,,
LDF3,1,2.5,Betula,0.87,,,,,,,,,,
LDF3,1,2.5,Betula,0.44,,,,,,,,,,
LDF3,1,2.5,Betula,0.67,,,,,,,,,,
LDF3,1,2.5,Betula,0.72,,,,,,,,,,
LDF3,2,2.5,Betula,0.86,,,,,,,,,,
LDF3,2,2.5,Betula,0.38,,,,,,,,,,
LDF3,2,2.5,Betula,0.48,,,,,,,,,,
LDF3,2,2.5,Betula,0.96,,,,,,,,,,
LDF3,2,2.5,Betula,0.64,,,,,,,,,,
LDF3,2,2.5,Betula,0.71,,,,,,,,,,
LDF3,2,2.5,Salix,0.62,,,,,,,,,,
LDF3,2,2.5,Betula,0.74,,,,,,,,,,
LDF3,2,2.5,Betula,1.06,,,,,,,,,,
LDF3,2,2.5,Betula,0.73,,,,,,,,,,
LDF3,2,2.5,Salix,0.67,,,,,,,,,,
LDF3,2,2.5,Salix,0.23,,,,,,,,,,
LDF3,2,2.5,Salix,0.89,,,,,,,,,,
LDF3,2,2.5,Salix,0.56,,,,,,,,,,
LDF3,2,2.5,Betula,0.72,,,,,,,,,,
LDF3,2,2.5,Betula,1.19,,,,,,,,,,
LDF3,2,2.5,Betula,0.69,,,,,,,,,,
LDF3,2,2.5,Betula,0.85,,,,,,,,,,
LDF3,2,2.5,Betula,0.68,,,,,,,,,,
LDF3,2,2.5,Betula,0.89,,,,,,,,,,
LDF3,2,2.5,Salix,0.93,,,,,,,,,,
LDF3,2,2.5,Salix,0.26,,,,,,,,,,
LDF3,2,2.5,Betula,0.46,,,,,,,,,,
LDF3,2,2.5,Betula,1.3,,,,,,,,,,
LDF3,2,2.5,Betula,0.51,,,,,,,,,,
LDF3,2,2.5,Betula,0.76,,,,,,,,,,
LDF3,2,2.5,Betula,0.5,,,,,,,,,,
LDF3,2,2.5,Betula,0.9,,,,,,,,,,
LDF3,2,2.5,Betula,0.6,,,,,,,,,,
LDF3,2,2.5,Betula,0.49,,,,,,,,,,
LDF3,2,2.5,Betula,0.61,,,,,,,,,,
LDF3,2,2.5,Betula,0.44,,,,,,,,,,
LDF3,2,2.5,Betula,0.74,,,,,,,,,,
LDF3,2,2.5,Betula,0.8,,,,,,,,,,
LDF3,2,2.5,Betula,0.38,,,,,,,,,,
LDF3,2,2.5,Betula,0.47,,,,,,,,,,
LDF3,2,2.5,Betula,0.42,,,,,,,,,,
LDF3,2,2.5,Betula,0.26,,,,,,,,,,
LDF3,2,2.5,Betula,0.55,,,,,,,,,,
LDF3,2,2.5,Salix,0.57,,,,,,,,,,
LDF3,2,2.5,Betula,0.89,,,,,,,,,,
LDF3,3,2.5,Betula,0.73,,,,,,,,,,
LDF3,3,2.5,Betula,0.68,,,,,,,,,,
LDF3,3,2.5,Betula,0.72,,,,,,,,,,
LDF3,3,2.5,Betula,0.79,,,,,,,,,,
LDF3,3,2.5,Betula,1.03,,,,,,,,,,
LDF3,3,2.5,Betula,1.04,,,,,,,,,,
LDF3,3,2.5,Betula,0.6,,,,,,,,,,
LDF3,3,2.5,Betula,1.23,,,,,,,,,,
LDF3,3,2.5,Betula,0.66,,,,,,,,,,
LDF3,3,2.5,Betula,0.79,,,,,,,,,,
LDF3,3,2.5,Betula,0.74,,,,,,,,,,
LDF3,3,2.5,Betula,0.32,,,,,,,,,,
LDF3,3,2.5,Betula,0.59,,,,,,,,,,
LDF3,3,2.5,Betula,0.49,,,,,,,,,,
LDF3,3,2.5,Betula,0.31,,,,,,,,,,
LDF3,3,2.5,Betula,1.37,,,,,,,,,,
LDF3,3,2.5,Betula,0.78,,,,,,,,,,
LDF3,3,2.5,Betula,0.4,,,,,,,,,,
LDF3,3,2.5,Betula,0.47,,,,,,,,,,
LDF3,3,2.5,Betula,0.43,,,,,,,,,,
LDF3,3,2.5,Betula,0.53,,,,,,,,,,
LDF3,3,2.5,Betula,0.69,,,,,,,,,,
LDF3,3,2.5,Betula,1.27,,,,,,,,,,
LDF3,3,2.5,Betula,0.3,,,,,,,,,,
LDF3,3,2.5,Betula,0.75,,,,,,,,,,
LDF3,3,2.5,Salix,0.44,,,,,,,,,,
LDF3,3,2.5,Betula,0.38,,,,,,,,,,
LDF3,3,2.5,Betula,1.14,,,,,,,,,,
LDF3,3,2.5,Betula,0.42,,,,,,,,,,
LDF3,3,2.5,Betula,0.5,,,,,,,,,,
LDF3,3,2.5,Betula,0.62,,,,,,,,,,
LDF3,3,2.5,Betula,0.83,,,,,,,,,,
LDF3,3,2.5,Betula,1.13,,,,,,,,,,
LDF3,3,2.5,Betula,1.49,,,,,,,,,,
LDF3,3,2.5,Betula,0.97,,,,,,,,,,
LDF3,3,2.5,Betula,0.85,,,,,,,,,,
LDF3,3,2.5,Betula,0.41,,,,,,,,,,
LDF3,3,2.5,Betula,0.66,,,,,,,,,,
LDF3,3,2.5,Betula,0.95,,,,,,,,,,
LDF3,3,2.5,Betula,1.09,,,,,,,,,,
LDF3,3,2.5,Betula,0.47,,,,,,,,,,
LDF3,3,2.5,Betula,0.34,,,,,,,,,,
LDF3,3,2.5,Betula,0.83,,,,,,,,,,
LDF3,3,2.5,Betula,0.88,,,,,,,,,,
LDF3,3,2.5,Betula,0.52,,,,,,,,,,
LDF3,3,2.5,Betula,0.88,,,,,,,,,,
LDF3,3,2.5,Betula,0.84,,,,,,,,,,
LDF3,3,2.5,Betula,0.65,,,,,,,,,,
LDF3,3,2.5,Betula,0.74,,,,,,,,,,
LDF3,3,2.5,Betula,0.78,,,,,,,,,,
LDF3,3,2.5,Betula,0.51,,,,,,,,,,
LDF3,3,2.5,Betula,0.52,,,,,,,,,,
LDF3,3,2.5,Salix,0.73,,,,,,,,,,
LDF3,3,2.5,Betula,0.52,,,,,,,,,,
LDF3,3,2.5,Betula,1.14,,,,,,,,,,
LDF3,3,2.5,Salix,0.35,,,,,,,,,,
LDF3,3,2.5,Betula,0.22,,,,,,,,,,
LDF3,3,2.5,Betula,0.15,,,,,,,,,,
LDF3,3,2.5,Salix,0.34,,,,,,,,,,
LDF3,3,2.5,Betula,0.25,,,,,,,,,,
LDF3,3,2.5,Betula,0.3,,,,,,,,,,
LDF3,3,2.5,Betula,0.94,,,,,,,,,,
LDF3,3,2.5,Salix,0.52,,,,,,,,,,
LDF3,3,2.5,Betula,0.55,,,,,,,,,,
LDF3,3,2.5,Betula,0.65,,,,,,,,,,
LDF3,3,2.5,Betula,0.67,,,,,,,,,,
LDF3,3,2.5,Betula,0.54,,,,,,,,,,
LDF3,3,2.5,Betula,0.51,,,,,,,,,,
LDF3,3,2.5,Betula,0.31,,,,,,,,,,
LDF3,3,2.5,Betula,0.75,,,,,,,,,,
LDF3,3,2.5,Betula,0.32,,,,,,,,,,
LDF3,3,2.5,Betula,1.05,,,,,,,,,,
HDF2,1,5,Salix,1.04,,,,,,,,,,
HDF2,1,5,Betula,0.54,,,,,,,,,,
HDF2,1,5,Salix,0.57,,,,,,,,,,
HDF2,1,5,Salix,1.31,,,,,,,,,,
HDF2,1,5,Betula,0.27,,,,,,,,,,
HDF2,1,5,Betula,0.66,,,,,,,,,,
HDF2,1,5,Betula,0.45,,,,,,,,,,
HDF2,1,5,Betula,0.74,,,,,,,,,,
HDF2,1,5,Betula,0.38,,,,,,,,,,
HDF2,1,5,Betula,0.26,,,,,,,,,,
HDF2,1,5,Betula,0.19,,,,,,,,,,
HDF2,1,5,Betula,0.41,,,,,,,,,,
HDF2,1,5,Betula,0.11,,,,,,,,,,
HDF2,1,5,Salix,0.35,,,,,,,,,,
HDF2,1,5,Betula,0.34,,,,,,,,,,
HDF2,1,5,Betula,0.31,,,,,,,,,,
HDF2,1,5,Salix,0.58,,,,,,,,,,
HDF2,1,5,Salix,0.65,,,,,,,,,,
HDF2,1,5,Betula,1.15,,,,,,,,,,
HDF2,1,5,Betula,0.58,,,,,,,,,,
HDF2,1,5,Betula,1.43,,,,,,,,,,
HDF2,1,5,Betula,0.94,,,,,,,,,,
HDF2,1,5,Betula,1.46,,,,,,,,,,
HDF2,1,5,Betula,1.18,,,,,,,,,,
HDF2,1,5,Betula,0.34,,,,,,,,,,
HDF2,1,5,Betula,0.36,,,,,,,,,,
HDF2,1,5,Betula,1.08,,,,,,,,,,
HDF2,1,5,Betula,0.51,,,,,,,,,,
HDF2,1,5,Betula,0.52,,,,,,,,,,
HDF2,1,5,Betula,0.39,,,,,,,,,,
HDF2,1,5,Betula,0.71,,,,,,,,,,
HDF2,1,5,Salix,0.32,,,,,,,,,,
HDF2,1,5,Betula,0.8,,,,,,,,,,
HDF2,2,5,Salix,0.29,,,,,,,,,,
HDF2,2,5,Salix,0.15,,,,,,,,,,
HDF2,2,5,Betula,0.38,,,,,,,,,,
HDF2,2,5,Betula,0.31,,,,,,,,,,
HDF2,2,5,Betula,0.04,,,,,,,,,,
HDF2,2,5,Betula,0.05,,,,,,,,,,
HDF2,2,5,Betula,0.33,,,,,,,,,,
HDF2,2,5,Betula,0.3,,,,,,,,,,
HDF2,2,5,Betula,0.18,,,,,,,,,,
HDF2,2,5,Betula,0.11,,,,,,,,,,
HDF2,2,5,Betula,0.05,,,,,,,,,,
HDF2,2,5,Betula,0.07,,,,,,,,,,
HDF2,2,5,Betula,0.56,,,,,,,,,,
HDF2,2,5,Betula,0.58,,,,,,,,,,
HDF2,2,5,Betula,0.58,,,,,,,,,,
HDF2,2,5,Betula,0.27,,,,,,,,,,
HDF2,2,5,Betula,0.36,,,,,,,,,,
HDF2,2,5,Betula,0.47,,,,,,,,,,
HDF2,2,5,Betula,0.69,,,,,,,,,,
HDF2,2,5,Betula,0.19,,,,,,,,,,
HDF2,2,5,Betula,0.41,,,,,,,,,,
HDF2,2,5,Betula,0.29,,,,,,,,,,
HDF2,2,5,Betula,0.16,,,,,,,,,,
HDF2,2,5,Betula,0.26,,,,,,,,,,
HDF2,2,5,Betula,0.58,,,,,,,,,,
HDF2,2,5,Betula,0.98,,,,,,,,,,
HDF2,2,5,Betula,0.08,,,,,,,,,,
HDF2,2,5,Betula,0.46,,,,,,,,,,
HDF2,2,5,Betula,0.25,,,,,,,,,,
HDF2,2,5,Betula,0.27,,,,,,,,,,
HDF2,2,5,Betula,0.17,,,,,,,,,,
HDF2,2,5,Salix,0.91,,,,,,,,,,
HDF2,2,5,Salix,0.61,,,,,,,,,,
HDF2,2,5,Betula,1.14,,,,,,,,,,
HDF2,2,5,Betula,1.04,,,,,,,,,,
HDF2,2,5,Betula,0.25,,,,,,,,,,
HDF2,2,5,Betula,0.49,,,,,,,,,,
HDF2,2,5,Betula,0.45,,,,,,,,,,
HDF2,2,5,Betula,0.39,,,,,,,,,,
HDF2,2,5,Betula,0.52,,,,,,,,,,
HDF2,2,5,Betula,0.54,,,,,,,,,,
HDF2,2,5,Betula,0.34,,,,,,,,,,
HDF2,2,5,Betula,0.12,,,,,,,,,,
HDF2,2,5,Betula,0.49,,,,,,,,,,
HDF2,2,5,Betula,0.47,,,,,,,,,,
HDF2,2,5,Betula,0.12,,,,,,,,,,
HDF2,2,5,Betula,0.37,,,,,,,,,,
HDF2,2,5,Betula,0.74,,,,,,,,,,
HDF2,2,5,Betula,0.34,,,,,,,,,,
HDF2,2,5,Betula,0.23,,,,,,,,,,
HDF2,2,5,Betula,0.34,,,,,,,,,,
HDF2,2,5,Betula,0.26,,,,,,,,,,
HDF2,2,5,Betula,0.21,,,,,,,,,,
HDF2,2,5,Betula,0.39,,,,,,,,,,
HDF2,2,5,Betula,0.34,,,,,,,,,,
HDF2,2,5,Betula,0.25,,,,,,,,,,
HDF2,2,5,Betula,0.32,,,,,,,,,,
HDF2,2,5,Betula,0.55,,,,,,,,,,
HDF2,2,5,Betula,0.27,,,,,,,,,,
